Date,Region,T2M,PRCP,n_cells,Month,T2M_CLIM,PRCP_CLIM,T2M_DEV,PRCP_DEV
2007-07,Sarawak,24.701777777777775,329.2417777777778,45,7,24.747520467836257,228.1645730994152,-0.04574269005848208,101.07720467836262
2007-07,West,25.82037037037037,212.7414814814815,54,7,26.150779727095514,173.29285575048735,-0.33040935672514493,39.44862573099414
2007-08,Sabah,24.398846153846154,209.89576923076922,26,8,24.812145748987852,235.1907085020243,-0.413299595141698,-25.29493927125509
2007-08,Sarawak,24.592444444444446,206.49755555555555,45,8,24.787122807017543,274.6564561403509,-0.19467836257309656,-68.15890058479533
2007-08,West,25.720555555555556,186.2635185185185,54,8,26.1062865497076,208.81527290448344,-0.3857309941520448,-22.551754385964927
2007-09,Sabah,24.59730769230769,264.2484615384615,26,9,24.87906882591093,232.1035020242915,-0.28176113360323995,32.14495951417004
2007-09,Sarawak,24.635777777777776,272.8348888888889,45,9,24.835929824561404,260.4023157894737,-0.20015204678362863,12.432573099415208
2007-09,West,25.79314814814815,223.1424074074074,54,9,26.091315789473686,222.2998245614035,-0.29816764132553786,0.8425828460038929
2007-10,Sabah,24.677692307692308,298.4746153846154,26,10,24.861983805668018,258.0061943319838,-0.18429149797571043,40.468421052631584
2007-10,Sarawak,24.654222222222224,293.00377777777777,45,10,24.769251461988304,320.0159298245614,-0.1150292397660806,-27.012152046783626
2007-10,West,25.674444444444447,387.47222222222223,54,10,26.084298245614036,273.2586257309942,-0.40985380116958936,114.21359649122803
2007-11,Sabah,24.136153846153846,265.8123076923077,26,11,24.811720647773278,272.0273076923077,-0.6755668016194321,-6.215000000000032
2007-11,Sarawak,24.10111111111111,348.7146666666667,45,11,24.688573099415205,374.69783625731,-0.5874619883040957,-25.983169590643286
2007-11,West,25.365555555555556,243.0648148148148,54,11,25.797300194931772,404.32050682261206,-0.4317446393762161,-161.25569200779725
2007-12,Sabah,24.220384615384617,260.7965384615385,26,12,24.611842105263158,301.9993319838057,-0.39145748987854034,-41.2027935222672
2007-12,Sarawak,24.30222222222222,509.6095555555556,45,12,24.55195321637427,411.72969590643277,-0.24973099415204913,97.8798596491228
2007-12,West,24.850740740740743,295.0525925925926,54,12,25.295,388.49817738791427,-0.44425925925925824,-93.44558479532168
2008-01,Sabah,24.005,184.3926923076923,26,1,24.22394736842105,321.44544534412955,-0.2189473684210519,-137.05275303643725
2008-01,Sarawak,24.290888888888887,330.1226666666667,45,1,24.37948538011696,424.4135789473684,-0.08859649122807411,-94.29091228070172
2008-01,West,25.150370370370368,193.4938888888889,54,1,25.079463937621835,230.97695906432747,0.07090643274853292,-37.48307017543857
2008-02,Sabah,23.845769230769232,381.4607692307692,26,2,24.261072874493927,186.63192307692307,-0.41530364372469464,194.82884615384611
2008-02,Sarawak,23.858444444444448,324.96155555555555,45,2,24.43101754385965,296.72564912280706,-0.5725730994152016,28.235906432748493
2008-02,West,24.81962962962963,152.7440740740741,54,2,25.40071150097466,132.7498148148148,-0.5810818713450274,19.99425925925928
2008-03,Sabah,24.208846153846157,316.9384615384615,26,3,24.738076923076925,188.7356072874494,-0.5292307692307681,128.20285425101213
2008-03,Sarawak,24.26955555555556,406.6428888888889,45,3,24.740116959064327,292.8453216374269,-0.47056140350876774,113.797567251462
2008-03,West,25.43388888888889,293.7764814814815,54,3,26.113450292397662,193.56920077972708,-0.6795614035087709,100.2072807017544
2008-04,Sabah,24.904999999999998,219.44461538461536,26,4,25.296234817813765,183.34218623481783,-0.3912348178137677,36.10242914979753
2008-04,Sarawak,24.611555555555555,308.01,45,4,25.091649122807016,275.35359064327486,-0.4800935672514619,32.656409356725135
2008-04,West,26.212962962962962,189.24814814814815,54,4,26.754658869395712,207.00399610136452,-0.54169590643275,-17.755847953216374
2008-05,Sabah,24.676538461538463,212.23307692307694,26,5,25.527773279352225,214.9587854251012,-0.8512348178137614,-2.7257085020242755
2008-05,Sarawak,24.744888888888887,221.98355555555557,45,5,25.357660818713452,257.14451461988307,-0.6127719298245644,-35.1609590643275
2008-05,West,26.18185185185185,135.37537037037038,54,5,26.95648148148148,206.06769980506823,-0.7746296296296293,-70.69232943469785
2008-06,Sabah,24.41923076923077,252.67423076923075,26,6,25.01338056680162,217.84076923076924,-0.5941497975708501,34.833461538461506
2008-06,Sarawak,24.544888888888888,266.224,45,6,24.945438596491226,255.94715789473685,-0.40054970760233743,10.276842105263142
2008-06,West,25.953333333333333,187.60092592592594,54,6,26.466929824561404,179.27282651072125,-0.5135964912280713,8.32809941520469
2008-07,Sabah,24.287692307692307,246.81807692307694,26,7,24.722793522267207,230.967955465587,-0.4351012145748996,15.850121457489934
2008-07,Sarawak,24.205555555555556,304.8568888888889,45,7,24.747520467836257,228.1645730994152,-0.5419649122807009,76.69231578947367
2008-07,West,25.53333333333333,207.13425925925927,54,7,26.150779727095514,173.29285575048735,-0.617446393762183,33.84140350877192
2008-08,Sabah,24.41846153846154,210.10807692307694,26,8,24.812145748987852,235.1907085020243,-0.3936842105263132,-25.08263157894737
2008-08,Sarawak,24.435555555555553,340.5008888888889,45,8,24.787122807017543,274.6564561403509,-0.3515672514619901,65.844432748538
2008-08,West,25.76851851851852,234.02314814814815,54,8,26.1062865497076,208.81527290448344,-0.33776803118908205,25.207875243664716
2008-09,Sabah,24.601923076923075,220.42615384615385,26,9,24.87906882591093,232.1035020242915,-0.2771457489878557,-11.677348178137635
2008-09,Sarawak,24.641333333333336,301.7075555555556,45,9,24.835929824561404,260.4023157894737,-0.19459649122806866,41.30523976608191
2008-09,West,25.74074074074074,237.6962962962963,54,9,26.091315789473686,222.2998245614035,-0.35057504873294576,15.396471734892799
2008-10,Sabah,24.896538461538462,353.8438461538462,26,10,24.861983805668018,258.0061943319838,0.03455465587044415,95.83765182186238
2008-10,Sarawak,24.617555555555555,418.64066666666673,45,10,24.769251461988304,320.0159298245614,-0.15169590643274944,98.62473684210534
2008-10,West,26.045185185185186,282.9922222222222,54,10,26.084298245614036,273.2586257309942,-0.03911306042884988,9.733596491228013
2008-11,Sabah,24.713076923076922,306.4638461538462,26,11,24.811720647773278,272.0273076923077,-0.0986437246963554,34.436538461538476
2008-11,Sarawak,24.645999999999997,376.53822222222226,45,11,24.688573099415205,374.69783625731,-0.042573099415207594,1.8403859649122865
2008-11,West,25.705555555555552,437.0153703703704,54,11,25.797300194931772,404.32050682261206,-0.0917446393762198,32.69486354775836
2008-12,Sabah,24.366923076923076,208.22807692307694,26,12,24.611842105263158,301.9993319838057,-0.24491902834008172,-93.77125506072875
2008-12,Sarawak,24.360444444444447,452.6653333333333,45,12,24.55195321637427,411.72969590643277,-0.19150877192982207,40.93563742690054
2008-12,West,24.90092592592593,354.5609259259259,54,12,25.295,388.49817738791427,-0.3940740740740729,-33.93725146198835
2009-01,Sabah,24.040384615384614,515.6980769230769,26,1,24.22394736842105,321.44544534412955,-0.183562753036437,194.25263157894733
2009-01,Sarawak,23.84777777777778,704.7537777777777,45,1,24.37948538011696,424.4135789473684,-0.531707602339182,280.3401988304093
2009-01,West,24.36962962962963,234.64962962962963,54,1,25.079463937621835,230.97695906432747,-0.7098343079922032,3.6726705653021554
2009-02,Sabah,24.125384615384615,362.5884615384615,26,2,24.261072874493927,186.63192307692307,-0.13568825910931182,175.95653846153843
2009-02,Sarawak,24.177555555555557,313.13444444444445,45,2,24.43101754385965,296.72564912280706,-0.2534619883040925,16.4087953216374
2009-02,West,25.314444444444444,119.00481481481482,54,2,25.40071150097466,132.7498148148148,-0.0862670565302146,-13.74499999999999
2009-03,Sabah,24.595384615384617,257.0853846153846,26,3,24.738076923076925,188.7356072874494,-0.14269230769230745,68.34977732793521
2009-03,Sarawak,24.422444444444444,384.2613333333333,45,3,24.740116959064327,292.8453216374269,-0.31767251461988266,91.41601169590643
2009-03,West,25.72277777777778,304.1190740740741,54,3,26.113450292397662,193.56920077972708,-0.39067251461988306,110.54987329434701
2009-04,Sabah,24.95423076923077,176.79076923076926,26,4,25.296234817813765,183.34218623481783,-0.3420040485829965,-6.551417004048574
2009-04,Sarawak,25.064666666666668,312.874,45,4,25.091649122807016,275.35359064327486,-0.026982456140348887,37.52040935672517
2009-04,West,26.337592592592593,190.0998148148148,54,4,26.754658869395712,207.00399610136452,-0.41706627680311925,-16.904181286549715
2009-05,Sabah,25.109615384615385,163.85384615384615,26,5,25.527773279352225,214.9587854251012,-0.41815789473684006,-51.10493927125506
2009-05,Sarawak,25.18,199.58155555555555,45,5,25.357660818713452,257.14451461988307,-0.17766081871345207,-57.562959064327515
2009-05,West,26.529999999999998,172.20148148148147,54,5,26.95648148148148,206.06769980506823,-0.42648148148148124,-33.866218323586764
2009-06,Sabah,24.826153846153847,137.575,26,6,25.01338056680162,217.84076923076924,-0.18722672064777157,-80.26576923076925
2009-06,Sarawak,24.93422222222222,173.99977777777778,45,6,24.945438596491226,255.94715789473685,-0.011216374269004348,-81.94738011695907
2009-06,West,26.42037037037037,109.29666666666668,54,6,26.466929824561404,179.27282651072125,-0.04655945419103347,-69.97615984405456
2009-07,Sabah,24.481153846153845,198.81192307692305,26,7,24.722793522267207,230.967955465587,-0.2416396761133619,-32.15603238866396
2009-07,Sarawak,24.48511111111111,115.23555555555556,45,7,24.747520467836257,228.1645730994152,-0.2624093567251471,-112.92901754385964
2009-07,West,25.982777777777777,156.97314814814814,54,7,26.150779727095514,173.29285575048735,-0.1680019493177376,-16.319707602339207
2009-08,Sabah,24.958846153846157,191.94307692307694,26,8,24.812145748987852,235.1907085020243,0.14670040485830427,-43.24763157894736
2009-08,Sarawak,24.89511111111111,211.39511111111113,45,8,24.787122807017543,274.6564561403509,0.10798830409356697,-63.26134502923975
2009-08,West,26.068333333333335,224.53333333333333,54,8,26.1062865497076,208.81527290448344,-0.03795321637426596,15.718060428849896
2009-09,Sabah,24.873846153846156,185.55461538461537,26,9,24.87906882591093,232.1035020242915,-0.0052226720647752245,-46.54888663967611
2009-09,Sarawak,25.08,161.71511111111113,45,9,24.835929824561404,260.4023157894737,0.2440701754385941,-98.68720467836255
2009-09,West,26.105925925925927,222.24777777777777,54,9,26.091315789473686,222.2998245614035,0.014610136452240852,-0.052046783625741
2009-10,Sabah,24.63,261.28923076923076,26,10,24.861983805668018,258.0061943319838,-0.23198380566801902,3.283036437246949
2009-10,Sarawak,24.567777777777778,348.86199999999997,45,10,24.769251461988304,320.0159298245614,-0.20147368421052647,28.84607017543857
2009-10,West,25.942037037037036,253.43648148148148,54,10,26.084298245614036,273.2586257309942,-0.14226120857700053,-19.822144249512718
2009-11,Sabah,24.718461538461536,207.7373076923077,26,11,24.811720647773278,272.0273076923077,-0.09325910931174164,-64.29000000000002
2009-11,Sarawak,24.55088888888889,397.3406666666667,45,11,24.688573099415205,374.69783625731,-0.13768421052631652,22.642830409356748
2009-11,West,25.587407407407408,396.8777777777778,54,11,25.797300194931772,404.32050682261206,-0.2098927875243639,-7.442729044834266
2009-12,Sabah,24.407307692307693,183.93115384615385,26,12,24.611842105263158,301.9993319838057,-0.20453441295546426,-118.06817813765184
2009-12,Sarawak,24.355333333333334,433.5591111111111,45,12,24.55195321637427,411.72969590643277,-0.1966198830409347,21.829415204678355
2009-12,West,25.125185185185185,393.21333333333337,54,12,25.295,388.49817738791427,-0.16981481481481708,4.715155945419099
2010-01,Sabah,24.119615384615386,257.89153846153846,26,1,24.22394736842105,321.44544534412955,-0.10433198380566466,-63.55390688259109
2010-01,Sarawak,24.220666666666666,378.3562222222222,45,1,24.37948538011696,424.4135789473684,-0.15881871345029452,-46.057356725146235
2010-01,West,25.168333333333333,166.64777777777778,54,1,25.079463937621835,230.97695906432747,0.0888693957114981,-64.3291812865497
2010-02,Sabah,24.45923076923077,41.88346153846154,26,2,24.261072874493927,186.63192307692307,0.19815789473684475,-144.74846153846153
2010-02,Sarawak,24.90711111111111,219.49755555555555,45,2,24.43101754385965,296.72564912280706,0.47609356725146057,-77.2280935672515
2010-02,West,26.027592592592594,112.35462962962963,54,2,25.40071150097466,132.7498148148148,0.6268810916179355,-20.395185185185184
2010-03,Sabah,24.98807692307692,95.70961538461538,26,3,24.738076923076925,188.7356072874494,0.24999999999999645,-93.02599190283402
2010-03,Sarawak,24.93288888888889,300.2211111111111,45,3,24.740116959064327,292.8453216374269,0.1927719298245627,7.375789473684222
2010-03,West,26.416481481481483,192.16722222222222,54,3,26.113450292397662,193.56920077972708,0.3030311890838213,-1.4019785575048616
2010-04,Sabah,25.415384615384614,185.84384615384613,26,4,25.296234817813765,183.34218623481783,0.11914979757084865,2.501659919028299
2010-04,Sarawak,25.32777777777778,315.35866666666664,45,4,25.091649122807016,275.35359064327486,0.23612865497076285,40.00507602339178
2010-04,West,27.13203703703704,209.04814814814816,54,4,26.754658869395712,207.00399610136452,0.3773781676413286,2.044152046783637
2010-05,Sabah,25.787307692307692,220.24269230769232,26,5,25.527773279352225,214.9587854251012,0.25953441295546753,5.283906882591111
2010-05,Sarawak,25.612888888888886,306.33155555555555,45,5,25.357660818713452,257.14451461988307,0.25522807017543414,49.187040935672485
2010-05,West,27.52962962962963,211.60666666666668,54,5,26.95648148148148,206.06769980506823,0.5731481481481495,5.538966861598453
2010-06,Sabah,25.181153846153848,245.7069230769231,26,6,25.01338056680162,217.84076923076924,0.16777327935222885,27.86615384615385
2010-06,Sarawak,24.921777777777777,278.8451111111111,45,6,24.945438596491226,255.94715789473685,-0.023660818713448606,22.897953216374276
2010-06,West,26.409629629629627,229.21648148148148,54,6,26.466929824561404,179.27282651072125,-0.05730019493177707,49.943654970760235
2010-07,Sabah,24.588076923076922,234.195,26,7,24.722793522267207,230.967955465587,-0.13471659919028411,3.2270445344129826
2010-07,Sarawak,24.383333333333333,400.6128888888889,45,7,24.747520467836257,228.1645730994152,-0.3641871345029237,172.4483157894737
2010-07,West,25.933703703703706,223.24777777777777,54,7,26.150779727095514,173.29285575048735,-0.2170760233918081,49.95492202729042
2010-08,Sabah,24.782307692307693,299.46846153846155,26,8,24.812145748987852,235.1907085020243,-0.029838056680159042,64.27775303643725
2010-08,Sarawak,24.64111111111111,439.1693333333333,45,8,24.787122807017543,274.6564561403509,-0.14601169590643437,164.51287719298244
2010-08,West,26.009814814814813,182.97166666666666,54,8,26.1062865497076,208.81527290448344,-0.09647173489278771,-25.843606237816772
2010-09,Sabah,24.80115384615385,260.7096153846154,26,9,24.87906882591093,232.1035020242915,-0.07791497975708239,28.606113360323917
2010-09,Sarawak,24.592222222222226,358.8622222222222,45,9,24.835929824561404,260.4023157894737,-0.2437076023391782,98.45990643274854
2010-09,West,26.129814814814814,216.48851851851853,54,9,26.091315789473686,222.2998245614035,0.038499025341128146,-5.811306042884979
2010-10,Sabah,24.652307692307694,187.74346153846153,26,10,24.861983805668018,258.0061943319838,-0.20967611336032377,-70.26273279352228
2010-10,Sarawak,24.564444444444447,345.36333333333334,45,10,24.769251461988304,320.0159298245614,-0.20480701754385677,25.347403508771947
2010-10,West,25.936851851851852,193.07666666666665,54,10,26.084298245614036,273.2586257309942,-0.14744639376218416,-80.18195906432754
2010-11,Sabah,24.499615384615385,299.2823076923077,26,11,24.811720647773278,272.0273076923077,-0.31210526315789267,27.254999999999995
2010-11,Sarawak,24.465333333333334,379.67688888888887,45,11,24.688573099415205,374.69783625731,-0.22323976608187124,4.979052631578895
2010-11,West,25.46148148148148,384.02592592592595,54,11,25.797300194931772,404.32050682261206,-0.3358187134502906,-20.294580896686114
2010-12,Sabah,24.11653846153846,354.95730769230767,26,12,24.611842105263158,301.9993319838057,-0.4953036437246965,52.957975708501976
2010-12,Sarawak,24.016000000000002,339.5155555555556,45,12,24.55195321637427,411.72969590643277,-0.5359532163742671,-72.21414035087719
2010-12,West,24.62851851851852,336.08314814814815,54,12,25.295,388.49817738791427,-0.6664814814814832,-52.41502923976611
2011-01,Sabah,23.739615384615384,504.3273076923077,26,1,24.22394736842105,321.44544534412955,-0.4843319838056672,182.88186234817817
2011-01,Sarawak,23.790444444444443,453.9575555555556,45,1,24.37948538011696,424.4135789473684,-0.5890409356725179,29.543976608187165
2011-01,West,24.405370370370374,314.97,54,1,25.079463937621835,230.97695906432747,-0.674093567251461,83.99304093567255
2011-02,Sabah,23.762307692307694,338.79192307692307,26,2,24.261072874493927,186.63192307692307,-0.4987651821862329,152.16
2011-02,Sarawak,23.999111111111112,268.4277777777778,45,2,24.43101754385965,296.72564912280706,-0.43190643274853713,-28.29787134502925
2011-02,West,25.053333333333335,54.04277777777778,54,2,25.40071150097466,132.7498148148148,-0.3473781676413239,-78.70703703703703
2011-03,Sabah,24.038846153846155,410.5792307692308,26,3,24.738076923076925,188.7356072874494,-0.6992307692307698,221.84362348178138
2011-03,Sarawak,24.133777777777777,342.47355555555555,45,3,24.740116959064327,292.8453216374269,-0.6063391812865504,49.62823391812867
2011-03,West,25.31814814814815,339.8594444444444,54,3,26.113450292397662,193.56920077972708,-0.7953021442495114,146.29024366471734
2011-04,Sabah,24.568076923076923,300.82961538461535,26,4,25.296234817813765,183.34218623481783,-0.7281578947368423,117.48742914979752
2011-04,Sarawak,24.536444444444445,232.8651111111111,45,4,25.091649122807016,275.35359064327486,-0.5552046783625713,-42.48847953216375
2011-04,West,25.976111111111113,182.91462962962962,54,4,26.754658869395712,207.00399610136452,-0.7785477582845992,-24.089366471734905
2011-05,Sabah,24.887307692307694,233.43307692307692,26,5,25.527773279352225,214.9587854251012,-0.640465587044531,18.474291497975713
2011-05,Sarawak,24.95111111111111,216.44266666666667,45,5,25.357660818713452,257.14451461988307,-0.4065497076023412,-40.7018479532164
2011-05,West,26.517407407407408,173.18740740740742,54,5,26.95648148148148,206.06769980506823,-0.43907407407407106,-32.88029239766081
2011-06,Sabah,24.724230769230772,253.8103846153846,26,6,25.01338056680162,217.84076923076924,-0.2891497975708468,35.969615384615366
2011-06,Sarawak,24.74,298.42822222222225,45,6,24.945438596491226,255.94715789473685,-0.2054385964912271,42.4810643274854
2011-06,West,26.215925925925927,131.15185185185186,54,6,26.466929824561404,179.27282651072125,-0.2510038986354779,-48.120974658869386
2011-07,Sabah,24.553461538461537,133.97076923076924,26,7,24.722793522267207,230.967955465587,-0.1693319838056695,-96.99718623481778
2011-07,Sarawak,24.69777777777778,152.73777777777778,45,7,24.747520467836257,228.1645730994152,-0.04974269005847631,-75.42679532163743
2011-07,West,25.965185185185184,111.72555555555556,54,7,26.150779727095514,173.29285575048735,-0.18559454191032998,-61.56730019493179
2011-08,Sabah,24.555384615384618,240.78923076923076,26,8,24.812145748987852,235.1907085020243,-0.25676113360323427,5.598522267206448
2011-08,Sarawak,24.61777777777778,171.09,45,8,24.787122807017543,274.6564561403509,-0.16934502923976424,-103.56645614035088
2011-08,West,25.898703703703703,203.53962962962962,54,8,26.1062865497076,208.81527290448344,-0.20758284600389842,-5.27564327485382
2011-09,Sabah,24.735,169.44653846153844,26,9,24.87906882591093,232.1035020242915,-0.1440688259109315,-62.65696356275305
2011-09,Sarawak,24.703555555555557,178.15244444444443,45,9,24.835929824561404,260.4023157894737,-0.13237426900584737,-82.24987134502925
2011-09,West,25.795925925925925,212.25962962962964,54,9,26.091315789473686,222.2998245614035,-0.2953898635477614,-10.040194931773868
2011-10,Sabah,24.61423076923077,235.0096153846154,26,10,24.861983805668018,258.0061943319838,-0.2477530364372491,-22.99657894736842
2011-10,Sarawak,24.583555555555556,372.0826666666667,45,10,24.769251461988304,320.0159298245614,-0.18569590643274836,52.066736842105286
2011-10,West,25.657962962962962,330.31944444444446,54,10,26.084298245614036,273.2586257309942,-0.426335282651074,57.06081871345026
2011-11,Sabah,24.548076923076923,283.87076923076927,26,11,24.811720647773278,272.0273076923077,-0.26364372469635455,11.843461538461554
2011-11,Sarawak,24.56688888888889,306.38444444444445,45,11,24.688573099415205,374.69783625731,-0.12168421052631473,-68.31339181286552
2011-11,West,25.42,401.2764814814815,54,11,25.797300194931772,404.32050682261206,-0.37730019493177025,-3.0440253411305775
2011-12,Sabah,24.326153846153847,355.5138461538462,26,12,24.611842105263158,301.9993319838057,-0.2856882591093104,53.51451417004051
2011-12,Sarawak,24.355555555555554,501.9711111111111,45,12,24.55195321637427,411.72969590643277,-0.19639766081871457,90.24141520467833
2011-12,West,25.012777777777778,395.7666666666667,54,12,25.295,388.49817738791427,-0.2822222222222237,7.26848927875244
2012-01,Sabah,24.028846153846153,329.4003846153846,26,1,24.22394736842105,321.44544534412955,-0.1951012145748976,7.954939271255057
2012-01,Sarawak,24.25888888888889,362.6071111111111,45,1,24.37948538011696,424.4135789473684,-0.12059649122807059,-61.8064678362573
2012-01,West,24.976666666666667,194.7035185185185,54,1,25.079463937621835,230.97695906432747,-0.10279727095516833,-36.27344054580897
2012-02,Sabah,24.1,214.09192307692305,26,2,24.261072874493927,186.63192307692307,-0.16107287449392516,27.45999999999998
2012-02,Sarawak,24.244,346.2628888888889,45,2,24.43101754385965,296.72564912280706,-0.18701754385964975,49.537239766081825
2012-02,West,25.511851851851855,179.465,54,2,25.40071150097466,132.7498148148148,0.11114035087719643,46.71518518518519
2012-03,Sabah,24.391153846153845,227.23307692307694,26,3,24.738076923076925,188.7356072874494,-0.3469230769230798,38.49746963562754
2012-03,Sarawak,24.37688888888889,340.79422222222223,45,3,24.740116959064327,292.8453216374269,-0.36322807017543823,47.94890058479535
2012-03,West,25.724259259259256,232.23277777777778,54,3,26.113450292397662,193.56920077972708,-0.3891910331384061,38.6635769980507
2012-04,Sabah,24.85923076923077,258.58384615384614,26,4,25.296234817813765,183.34218623481783,-0.43700404858299535,75.24165991902831
2012-04,Sarawak,24.59777777777778,311.07733333333334,45,4,25.091649122807016,275.35359064327486,-0.4938713450292376,35.72374269005849
2012-04,West,26.32462962962963,219.8614814814815,54,4,26.754658869395712,207.00399610136452,-0.43002923976608187,12.85748538011697
2012-05,Sabah,24.982307692307693,200.0057692307692,26,5,25.527773279352225,214.9587854251012,-0.5454655870445322,-14.953016194332008
2012-05,Sarawak,25.009777777777778,155.44133333333332,45,5,25.357660818713452,257.14451461988307,-0.3478830409356739,-101.70318128654975
2012-05,West,26.504814814814814,211.25277777777777,54,5,26.95648148148148,206.06769980506823,-0.45166666666666444,5.185077972709536
2012-06,Sabah,24.705000000000002,142.93384615384613,26,6,25.01338056680162,217.84076923076924,-0.30838056680161685,-74.9069230769231
2012-06,Sarawak,24.77577777777778,156.14866666666666,45,6,24.945438596491226,255.94715789473685,-0.16966081871344585,-99.79849122807019
2012-06,West,26.353888888888886,99.33611111111111,54,6,26.466929824561404,179.27282651072125,-0.11304093567251883,-79.93671539961014
2012-07,Sabah,24.271153846153844,288.0361538461538,26,7,24.722793522267207,230.967955465587,-0.45163967611336275,57.0681983805668
2012-07,Sarawak,24.154222222222224,303.6933333333333,45,7,24.747520467836257,228.1645730994152,-0.593298245614033,75.52876023391812
2012-07,West,25.727037037037036,164.97648148148147,54,7,26.150779727095514,173.29285575048735,-0.42374269005847864,-8.316374269005877
2012-08,Sabah,24.69538461538462,171.87923076923076,26,8,24.812145748987852,235.1907085020243,-0.1167611336032337,-63.31147773279355
2012-08,Sarawak,24.604000000000003,253.93222222222224,45,8,24.787122807017543,274.6564561403509,-0.1831228070175399,-20.724233918128647
2012-08,West,25.99925925925926,172.1587037037037,54,8,26.1062865497076,208.81527290448344,-0.10702729044833958,-36.65656920077973
2012-09,Sabah,24.447307692307692,260.3180769230769,26,9,24.87906882591093,232.1035020242915,-0.43176113360323853,28.2145748987854
2012-09,Sarawak,24.772444444444446,143.83955555555556,45,9,24.835929824561404,260.4023157894737,-0.06348538011695837,-116.56276023391811
2012-09,West,25.81,214.23037037037037,54,9,26.091315789473686,222.2998245614035,-0.2813157894736875,-8.069454191033145
2012-10,Sabah,24.536923076923078,239.93807692307695,26,10,24.861983805668018,258.0061943319838,-0.3250607287449405,-18.068117408906858
2012-10,Sarawak,24.490222222222222,363.4766666666667,45,10,24.769251461988304,320.0159298245614,-0.27902923976608207,43.46073684210529
2012-10,West,25.879814814814814,224.87314814814815,54,10,26.084298245614036,273.2586257309942,-0.20448343079922182,-48.38547758284605
2012-11,Sabah,24.626923076923074,368.1519230769231,26,11,24.811720647773278,272.0273076923077,-0.1847975708502041,96.12461538461537
2012-11,Sarawak,24.535555555555554,470.3248888888889,45,11,24.688573099415205,374.69783625731,-0.15301754385965083,95.62705263157892
2012-11,West,25.927592592592593,300.80018518518517,54,11,25.797300194931772,404.32050682261206,0.13029239766082057,-103.52032163742689
2012-12,Sabah,24.638461538461538,228.3826923076923,26,12,24.611842105263158,301.9993319838057,0.02661943319838045,-73.61663967611338
2012-12,Sarawak,24.521555555555555,374.7073333333334,45,12,24.55195321637427,411.72969590643277,-0.0303976608187142,-37.02236257309937
2012-12,West,25.393333333333334,462.72592592592594,54,12,25.295,388.49817738791427,0.09833333333333272,74.22774853801167
2013-01,Sabah,24.106923076923074,292.1,26,1,24.22394736842105,321.44544534412955,-0.11702429149797666,-29.34544534412953
2013-01,Sarawak,24.389333333333333,257.762,45,1,24.37948538011696,424.4135789473684,0.009847953216372218,-166.65157894736842
2013-01,West,25.18537037037037,185.35333333333332,54,1,25.079463937621835,230.97695906432747,0.10590643274853662,-45.62362573099415
