PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PRECTOTCORR_SUM,2007,1.0,106.25,160.23,46.01,88.64,73.82,106.96,160.9,215.94,99.81,129.23,182.52,184.93,203.94,1652.93
PRECTOTCORR_SUM,2007,1.0,106.875,168.62,55.08,83.58,66.87,104.33,164.91,217.36,94.22,142.91,201.98,183.28,222.25,1705.39
PRECTOTCORR_SUM,2007,1.0,99.375,417.73,382.84,315.1,276.85,265.3,253.66,570.75,215.8,447.04,844.21,452.11,303.73,4745.12
PRECTOTCORR_SUM,2007,1.5,100.0,381.31,352.65,308.21,310.48,273.61,220.84,503.3,211.66,424.09,773.61,431.01,261.52,4452.29
PRECTOTCORR_SUM,2007,1.5,100.625,310.24,244.79,260.85,353.56,251.48,177.01,292.25,195.66,312.96,554.59,316.37,194.55,3464.31
PRECTOTCORR_SUM,2007,1.5,101.25,240.67,156.91,203.19,308.59,237.19,150.4,192.7,198.03,239.32,432.08,238.94,163.74,2761.76
PRECTOTCORR_SUM,2007,1.5,101.875,238.02,151.27,201.7,313.59,231.48,148.8,181.92,194.44,229.66,411.46,232.45,160.98,2695.77
PRECTOTCORR_SUM,2007,1.5,102.5,255.21,101.5,185.94,231.6,207.29,150.92,182.2,203.19,193.94,373.61,227.1,205.25,2517.75
PRECTOTCORR_SUM,2007,1.5,103.125,389.35,98.76,234.67,214.73,175.86,166.58,176.28,202.51,172.35,321.42,272.26,295.43,2720.2
PRECTOTCORR_SUM,2007,1.5,103.75,451.42,109.64,257.03,218.96,167.11,174.96,176.32,201.79,167.12,301.84,293.22,338.56,2857.97
PRECTOTCORR_SUM,2007,1.5,104.375,472.88,128.34,252.66,231.88,215.19,182.04,189.72,216.68,182.03,318.18,325.45,381.65,3096.7
PRECTOTCORR_SUM,2007,1.5,105.0,304.55,85.7,158.99,156.84,194.0,189.18,215.96,167.61,171.29,262.75,274.53,297.2,2478.6
PRECTOTCORR_SUM,2007,1.5,105.625,153.53,42.77,88.84,81.45,108.67,178.39,217.14,101.67,134.49,180.89,184.62,192.62,1665.08
PRECTOTCORR_SUM,2007,1.5,106.25,154.69,44.62,83.83,73.63,101.15,169.32,210.91,99.46,133.31,184.42,173.18,191.81,1620.33
PRECTOTCORR_SUM,2007,1.5,106.875,171.26,54.66,80.87,65.74,100.41,170.33,206.0,95.68,141.9,200.95,167.02,211.99,1666.81
PRECTOTCORR_SUM,2007,1.5,99.375,395.05,378.6,314.5,272.28,275.51,246.95,588.05,218.9,451.2,862.6,471.96,289.15,4764.75
PRECTOTCORR_SUM,2007,2.0,100.0,362.68,312.7,279.75,311.71,260.73,212.74,471.74,202.76,390.08,712.93,417.85,252.92,4188.59
PRECTOTCORR_SUM,2007,2.0,100.625,310.9,215.62,244.89,368.06,202.53,187.97,278.52,185.82,266.98,509.41,298.92,197.99,3267.61
PRECTOTCORR_SUM,2007,2.0,101.25,241.06,128.63,190.5,313.12,183.63,165.01,190.05,189.94,197.94,391.81,215.42,170.22,2577.33
PRECTOTCORR_SUM,2007,2.0,101.875,240.6,122.72,189.25,322.88,170.8,165.66,180.04,185.9,183.9,372.2,207.02,164.64,2505.61
PRECTOTCORR_SUM,2007,2.0,102.5,234.95,77.27,161.81,219.71,180.2,161.69,186.14,204.08,169.68,368.3,203.62,214.32,2381.77
PRECTOTCORR_SUM,2007,2.0,103.125,358.88,82.1,205.12,205.36,176.05,176.66,180.88,205.17,164.11,341.74,256.16,321.95,2674.18
PRECTOTCORR_SUM,2007,2.0,103.75,426.68,95.2,233.94,215.88,172.99,184.07,177.57,202.74,164.75,323.76,284.71,368.17,2850.46
PRECTOTCORR_SUM,2007,2.0,104.375,463.59,102.61,235.18,220.94,221.32,193.27,188.87,222.03,191.93,351.63,328.52,394.98,3114.87
PRECTOTCORR_SUM,2007,2.0,105.0,298.93,67.57,146.3,147.5,189.87,204.11,213.05,170.31,183.98,295.75,268.36,284.94,2470.67
PRECTOTCORR_SUM,2007,2.0,105.625,153.88,41.55,84.03,83.38,105.58,197.54,215.88,102.48,141.79,201.28,179.46,185.18,1692.03
PRECTOTCORR_SUM,2007,2.0,106.25,157.16,44.15,80.14,75.19,99.17,186.58,208.99,100.59,139.37,201.49,169.58,185.87,1648.28
PRECTOTCORR_SUM,2007,2.0,106.875,175.58,54.2,77.54,66.38,97.4,188.56,202.95,98.74,144.29,213.84,166.74,208.32,1694.54
PRECTOTCORR_SUM,2007,2.0,99.375,361.84,326.27,276.78,269.69,280.43,226.56,538.01,209.57,425.12,778.15,455.04,275.12,4422.58
PRECTOTCORR_SUM,2007,2.5,100.0,309.56,212.71,208.77,290.52,247.04,179.55,365.86,183.4,321.46,564.98,367.51,237.6,3488.96
PRECTOTCORR_SUM,2007,2.5,100.625,304.01,169.35,213.85,374.17,159.73,186.26,230.05,172.66,215.68,436.66,267.64,210.27,2940.33
PRECTOTCORR_SUM,2007,2.5,101.25,273.01,127.71,203.43,373.28,135.88,183.13,179.49,171.78,170.57,355.84,208.78,185.91,2568.81
PRECTOTCORR_SUM,2007,2.5,101.875,271.26,126.5,206.93,385.97,123.05,182.77,173.16,167.48,157.01,340.19,202.03,168.93,2505.28
PRECTOTCORR_SUM,2007,2.5,102.5,251.35,78.54,160.24,255.98,165.4,181.07,186.14,192.55,161.23,366.46,198.67,260.16,2457.79
PRECTOTCORR_SUM,2007,2.5,103.125,333.04,65.05,162.52,199.75,193.35,204.46,189.36,200.18,158.99,379.97,237.98,410.87,2735.52
PRECTOTCORR_SUM,2007,2.5,103.75,394.38,72.63,184.27,203.2,197.46,214.68,186.97,198.96,160.06,371.49,264.67,466.45,2915.22
PRECTOTCORR_SUM,2007,2.5,104.375,402.72,72.58,178.82,199.88,217.12,221.59,188.57,203.77,178.15,389.63,277.4,451.51,2981.74
PRECTOTCORR_SUM,2007,2.5,105.0,261.21,52.74,119.07,132.3,165.54,217.06,207.82,154.29,174.73,321.24,220.94,298.99,2325.93
PRECTOTCORR_SUM,2007,2.5,105.625,169.1,40.56,88.57,86.76,103.13,210.61,221.82,107.46,146.67,237.89,182.47,191.79,1786.83
PRECTOTCORR_SUM,2007,2.5,106.25,169.0,43.8,82.92,77.1,97.52,203.26,215.24,105.09,146.08,236.96,176.72,195.71,1749.4
PRECTOTCORR_SUM,2007,2.5,106.875,177.66,54.04,77.07,66.33,94.37,208.34,210.58,102.6,153.55,242.12,177.54,222.95,1787.15
PRECTOTCORR_SUM,2007,2.5,99.375,299.69,215.21,197.78,258.97,299.06,178.69,427.1,188.96,369.19,611.29,414.73,252.15,3712.82
PRECTOTCORR_SUM,2007,3.0,100.0,248.57,106.35,130.35,248.97,232.28,138.2,258.05,162.11,257.67,413.0,311.07,226.02,2732.64
PRECTOTCORR_SUM,2007,3.0,100.625,293.04,126.1,184.73,363.35,122.27,174.47,190.36,156.22,179.37,357.64,236.6,225.97,2610.12
PRECTOTCORR_SUM,2007,3.0,101.25,315.01,137.71,222.11,436.52,102.31,197.94,169.44,152.36,156.42,329.97,213.38,215.82,2648.99
PRECTOTCORR_SUM,2007,3.0,101.875,306.82,139.62,227.25,444.72,91.01,193.6,165.75,149.4,151.74,312.19,210.43,181.24,2573.77
PRECTOTCORR_SUM,2007,3.0,102.5,303.07,89.91,168.05,307.54,158.82,210.13,185.34,176.91,159.16,376.71,209.86,356.66,2702.16
PRECTOTCORR_SUM,2007,3.0,103.125,330.54,51.56,123.53,197.93,213.82,240.37,198.86,191.31,155.38,425.16,227.71,547.22,2903.39
PRECTOTCORR_SUM,2007,3.0,103.75,357.61,47.97,126.17,184.39,224.56,252.99,199.4,190.8,154.51,426.66,241.26,595.58,3001.9
PRECTOTCORR_SUM,2007,3.0,104.375,316.45,43.1,115.07,169.82,207.08,248.26,188.52,180.4,157.71,413.98,220.5,514.63,2775.52
PRECTOTCORR_SUM,2007,3.0,105.0,212.05,38.85,91.57,111.27,140.55,222.07,204.2,139.03,160.15,331.55,175.57,318.53,2145.39
PRECTOTCORR_SUM,2007,3.0,105.625,174.9,37.3,92.9,86.0,101.06,210.64,231.95,114.4,152.21,268.31,175.96,200.68,1846.31
PRECTOTCORR_SUM,2007,3.0,106.25,180.16,40.14,89.76,79.93,94.66,207.46,226.26,112.89,151.26,269.49,178.6,201.89,1832.5
PRECTOTCORR_SUM,2007,3.0,106.875,176.34,51.5,77.81,64.46,93.32,215.79,220.42,108.72,167.2,268.15,172.58,237.19,1853.48
PRECTOTCORR_SUM,2007,3.0,99.375,234.33,96.21,111.71,234.48,324.27,124.26,306.9,166.82,309.92,441.38,370.41,229.42,2950.11
PRECTOTCORR_SUM,2007,3.5,100.0,245.34,74.29,104.14,235.62,235.61,128.26,237.86,157.26,248.33,374.18,309.35,238.81,2589.05
PRECTOTCORR_SUM,2007,3.5,100.625,288.78,108.93,167.11,343.62,106.39,166.0,192.28,150.34,172.1,318.03,235.01,230.69,2479.28
PRECTOTCORR_SUM,2007,3.5,101.25,328.09,128.15,209.68,422.03,86.91,197.72,167.47,146.5,150.31,311.51,214.44,251.49,2614.3
PRECTOTCORR_SUM,2007,3.5,101.875,312.54,128.99,210.09,420.45,74.0,188.1,163.33,144.94,150.29,289.4,213.36,205.4,2500.89
PRECTOTCORR_SUM,2007,3.5,102.5,350.76,88.49,160.32,314.22,162.71,233.05,187.27,170.97,157.08,396.17,219.67,471.11,2911.82
PRECTOTCORR_SUM,2007,3.5,103.125,354.95,44.53,103.01,193.96,226.74,262.42,204.83,188.36,155.71,457.67,227.94,670.94,3091.06
PRECTOTCORR_SUM,2007,3.5,103.75,339.54,34.3,92.47,170.48,236.64,269.51,206.52,187.34,154.16,456.76,226.95,684.22,3058.89
PRECTOTCORR_SUM,2007,3.5,104.375,269.86,28.67,84.25,151.45,197.16,247.33,187.29,172.96,149.48,411.86,195.17,536.1,2631.58
PRECTOTCORR_SUM,2007,3.5,105.0,183.18,29.42,75.75,99.28,129.47,215.76,205.21,137.43,153.04,325.94,151.07,314.53,2020.08
PRECTOTCORR_SUM,2007,3.5,105.625,155.2,31.78,82.76,76.64,101.95,206.29,240.16,119.47,161.43,272.48,146.17,203.12,1797.45
PRECTOTCORR_SUM,2007,3.5,106.25,165.54,33.79,82.49,73.69,95.36,206.35,235.19,118.82,160.88,274.76,149.71,203.21,1799.79
PRECTOTCORR_SUM,2007,3.5,106.875,177.1,44.09,75.83,63.64,94.3,216.83,228.23,117.66,174.34,274.64,146.39,233.03,1846.08
PRECTOTCORR_SUM,2007,3.5,99.375,207.96,42.42,70.54,203.06,336.89,98.41,246.68,158.86,289.75,380.86,346.71,214.61,2596.75
PRECTOTCORR_SUM,2007,4.0,100.0,260.66,87.87,109.35,226.35,225.48,136.75,270.23,156.47,260.46,393.88,345.16,265.6,2738.26
PRECTOTCORR_SUM,2007,4.0,100.625,252.43,84.42,128.0,269.53,94.09,141.96,195.27,154.95,174.73,276.13,235.06,207.71,2214.28
PRECTOTCORR_SUM,2007,4.0,101.25,301.34,93.59,162.86,324.38,84.34,174.36,170.56,159.92,156.91,297.87,206.26,269.99,2402.38
PRECTOTCORR_SUM,2007,4.0,101.875,287.28,93.63,162.65,324.19,72.03,164.46,167.87,156.84,157.92,278.27,204.01,229.24,2298.39
PRECTOTCORR_SUM,2007,4.0,102.5,364.65,69.94,136.91,267.23,169.67,231.17,191.31,182.22,164.46,410.79,217.89,536.8,2943.04
PRECTOTCORR_SUM,2007,4.0,103.125,369.18,37.86,92.39,183.01,231.81,266.25,206.42,194.18,162.53,471.39,225.66,717.01,3157.69
PRECTOTCORR_SUM,2007,4.0,103.75,337.93,29.05,83.65,163.59,234.57,262.69,205.98,192.57,161.33,457.98,220.75,693.12,3043.21
PRECTOTCORR_SUM,2007,4.0,104.375,251.81,22.07,73.18,143.47,192.28,234.67,183.19,176.12,150.79,395.15,186.71,512.16,2521.6
PRECTOTCORR_SUM,2007,4.0,105.0,171.43,22.15,66.21,94.84,126.13,207.28,203.48,141.39,150.01,303.19,136.96,292.21,1915.28
PRECTOTCORR_SUM,2007,4.0,105.625,140.9,24.66,69.24,69.63,101.22,201.03,240.66,123.14,163.19,253.53,119.06,191.44,1697.7
PRECTOTCORR_SUM,2007,4.0,106.25,149.53,26.3,68.99,66.34,95.94,204.1,235.43,122.29,164.39,255.84,117.86,194.04,1701.05
PRECTOTCORR_SUM,2007,4.0,106.875,180.32,34.51,70.42,64.36,94.74,212.85,232.36,126.51,174.19,260.11,119.34,215.6,1785.31
PRECTOTCORR_SUM,2007,4.0,99.375,210.8,60.7,78.1,183.15,323.36,110.72,264.7,171.65,310.34,461.17,365.48,208.25,2748.42
PRECTOTCORR_SUM,2007,4.5,100.0,242.12,78.69,110.85,234.02,218.04,139.05,271.62,156.33,263.78,388.52,341.21,290.94,2735.17
PRECTOTCORR_SUM,2007,4.5,100.625,221.68,63.05,112.21,234.21,105.15,122.92,204.06,167.04,224.83,276.99,222.9,203.84,2158.88
PRECTOTCORR_SUM,2007,4.5,101.25,252.25,57.08,124.28,223.52,89.36,135.5,175.58,181.28,194.63,292.07,198.82,261.61,2185.98
PRECTOTCORR_SUM,2007,4.5,101.875,246.33,59.43,125.96,233.24,83.9,132.6,174.35,174.08,194.7,280.38,193.12,237.46,2135.55
PRECTOTCORR_SUM,2007,4.5,102.5,331.86,47.75,118.7,201.0,163.8,195.1,191.62,203.85,196.28,402.72,222.38,509.52,2784.58
PRECTOTCORR_SUM,2007,4.5,103.125,352.14,32.71,93.22,164.0,217.12,239.3,203.08,208.5,187.87,453.0,229.54,659.99,3040.47
PRECTOTCORR_SUM,2007,4.5,103.75,316.2,26.68,84.27,152.79,217.31,236.2,199.71,202.0,182.5,431.77,222.1,620.66,2892.19
PRECTOTCORR_SUM,2007,4.5,104.375,231.44,18.05,68.45,133.22,181.28,218.65,179.12,184.07,165.61,363.09,179.1,462.41,2384.49
PRECTOTCORR_SUM,2007,4.5,105.0,159.63,17.33,60.6,90.67,123.6,204.49,200.95,148.01,157.95,275.69,128.92,268.52,1836.36
PRECTOTCORR_SUM,2007,4.5,105.625,136.95,19.83,62.79,67.55,101.85,200.85,239.25,128.13,167.41,234.62,110.96,178.37,1648.56
PRECTOTCORR_SUM,2007,4.5,106.25,148.08,21.26,62.93,64.52,97.05,201.88,236.95,128.39,168.96,238.03,108.47,181.2,1657.72
PRECTOTCORR_SUM,2007,4.5,106.875,182.12,28.41,65.53,64.23,95.78,207.04,239.04,134.88,180.19,243.78,107.28,202.8,1751.08
PRECTOTCORR_SUM,2007,4.5,99.375,248.12,69.46,102.81,187.81,333.36,136.32,316.55,186.51,319.39,461.26,415.9,276.15,3053.64
PRECTOTCORR_SUM,2007,5.0,100.0,171.06,50.62,120.94,225.98,176.98,144.58,249.53,186.33,311.1,363.81,249.62,205.39,2455.94
PRECTOTCORR_SUM,2007,5.0,100.625,171.89,43.13,118.35,225.1,119.42,110.98,204.53,179.24,306.73,294.03,186.7,174.53,2134.63
PRECTOTCORR_SUM,2007,5.0,101.25,191.07,37.09,113.72,165.38,104.47,104.57,177.75,190.67,245.84,295.2,217.13,244.89,2087.78
PRECTOTCORR_SUM,2007,5.0,101.875,191.54,39.57,114.51,176.19,106.33,107.53,175.49,181.67,237.57,292.15,200.93,234.76,2058.24
PRECTOTCORR_SUM,2007,5.0,102.5,256.69,33.88,114.33,144.1,143.0,139.76,185.87,217.46,241.84,368.67,257.06,417.33,2519.99
PRECTOTCORR_SUM,2007,5.0,103.125,297.49,29.8,99.83,136.45,182.5,184.82,201.82,222.77,234.13,399.76,245.67,540.74,2775.78
PRECTOTCORR_SUM,2007,5.0,103.75,273.99,25.27,88.78,132.6,188.81,193.67,203.15,213.64,223.96,379.07,222.66,521.72,2667.32
PRECTOTCORR_SUM,2007,5.0,104.375,211.68,16.6,72.3,116.66,160.72,192.0,189.11,205.87,209.77,326.57,173.52,415.55,2290.35
PRECTOTCORR_SUM,2007,5.0,105.0,148.72,15.81,62.74,85.32,121.7,200.5,214.91,168.38,189.32,261.53,132.7,257.31,1858.94
PRECTOTCORR_SUM,2007,5.0,105.625,129.19,18.71,62.31,67.07,108.11,206.5,253.1,141.51,186.52,233.28,118.15,181.5,1705.95
PRECTOTCORR_SUM,2007,5.0,106.25,144.26,20.51,62.55,64.17,103.43,203.96,252.54,142.15,189.25,236.1,113.69,185.66,1718.27
PRECTOTCORR_SUM,2007,5.0,106.875,179.4,28.09,65.83,62.65,102.0,206.61,253.44,146.19,199.14,240.12,109.42,209.32,1802.21
PRECTOTCORR_SUM,2007,5.0,99.375,178.21,45.79,111.86,171.01,219.17,150.74,270.25,187.2,255.55,370.04,302.48,223.65,2485.95
PRECTOTCORR_SUM,2007,5.5,100.0,115.09,34.49,130.78,217.9,148.89,175.84,244.2,211.78,307.74,338.23,183.79,145.77,2254.5
PRECTOTCORR_SUM,2007,5.5,100.625,137.39,33.97,124.82,217.98,141.55,127.84,216.16,186.56,318.91,331.89,192.4,180.84,2210.31
PRECTOTCORR_SUM,2007,5.5,101.25,152.19,30.27,117.71,140.72,118.5,94.67,181.77,196.41,268.88,314.84,237.25,246.06,2099.27
PRECTOTCORR_SUM,2007,5.5,101.875,153.35,30.51,115.98,147.2,124.03,99.06,180.35,184.36,253.5,312.53,222.3,240.37,2063.54
PRECTOTCORR_SUM,2007,5.5,102.5,196.76,27.76,113.34,113.61,128.43,103.55,184.25,218.6,266.01,340.82,269.66,347.09,2309.88
PRECTOTCORR_SUM,2007,5.5,103.125,238.03,23.74,96.54,114.9,162.02,147.73,210.2,223.2,263.15,351.57,230.99,446.91,2508.98
PRECTOTCORR_SUM,2007,5.5,103.75,230.07,19.73,86.48,114.31,172.11,166.28,219.54,222.31,259.16,341.6,198.26,455.59,2485.44
PRECTOTCORR_SUM,2007,5.5,104.375,189.96,13.77,77.09,101.54,141.47,166.02,204.96,226.73,250.66,305.98,165.62,372.61,2216.41
PRECTOTCORR_SUM,2007,5.5,105.0,138.43,13.91,66.43,81.1,118.98,191.36,234.63,192.38,219.49,259.26,137.73,246.06,1899.76
PRECTOTCORR_SUM,2007,5.5,105.625,119.76,16.83,61.56,68.18,114.15,208.71,272.04,160.98,204.46,239.26,126.54,183.35,1775.82
PRECTOTCORR_SUM,2007,5.5,106.25,136.27,19.19,62.91,65.71,110.49,205.29,269.91,161.48,208.03,242.18,120.29,188.94,1790.69
PRECTOTCORR_SUM,2007,5.5,106.875,169.03,26.47,67.58,63.15,110.93,208.98,265.85,161.61,218.48,244.88,111.57,214.73,1863.26
PRECTOTCORR_SUM,2007,5.5,99.375,102.11,27.56,117.63,161.25,136.75,177.51,224.1,199.44,223.61,283.52,171.08,132.3,1956.86
PRECTOTCORR_SUM,2007,6.0,100.0,101.69,28.69,128.33,211.54,150.04,208.12,260.11,229.23,280.19,327.41,194.68,145.44,2265.47
PRECTOTCORR_SUM,2007,6.0,100.625,131.96,25.59,117.29,192.19,141.23,150.69,229.2,187.29,269.79,339.3,206.18,198.17,2188.88
PRECTOTCORR_SUM,2007,6.0,101.25,149.12,24.79,116.51,130.33,122.09,97.42,183.88,193.69,252.22,328.12,219.22,241.73,2059.12
PRECTOTCORR_SUM,2007,6.0,101.875,152.69,24.52,113.18,133.77,127.62,99.62,185.35,178.12,234.56,325.99,220.9,244.91,2041.23
PRECTOTCORR_SUM,2007,6.0,102.5,185.83,22.5,102.54,113.21,135.79,107.87,186.08,201.85,247.51,326.87,213.47,315.59,2159.11
PRECTOTCORR_SUM,2007,6.0,103.125,199.21,17.02,85.96,109.51,161.07,143.57,208.95,214.3,252.35,342.37,191.1,386.13,2311.54
PRECTOTCORR_SUM,2007,6.0,103.75,182.94,13.39,81.7,103.91,157.06,152.48,212.55,222.97,257.29,339.6,179.28,377.52,2280.69
PRECTOTCORR_SUM,2007,6.0,104.375,162.21,9.97,78.07,94.29,130.48,151.59,203.84,233.05,253.67,318.39,158.77,312.83,2107.16
PRECTOTCORR_SUM,2007,6.0,105.0,127.14,10.76,67.3,79.06,117.28,182.96,238.32,206.56,226.34,277.03,135.58,215.31,1883.64
PRECTOTCORR_SUM,2007,6.0,105.625,112.49,13.36,59.15,69.13,116.92,206.15,273.52,177.49,209.63,248.76,125.36,164.77,1776.73
PRECTOTCORR_SUM,2007,6.0,106.25,127.53,15.35,61.18,67.65,114.9,203.17,271.26,179.28,214.77,251.13,120.16,170.16,1796.54
PRECTOTCORR_SUM,2007,6.0,106.875,157.03,21.18,65.69,66.31,117.1,208.37,267.72,177.23,228.53,250.28,111.97,196.16,1867.57
PRECTOTCORR_SUM,2007,6.0,99.375,87.31,30.03,134.42,199.64,158.18,229.53,254.18,237.74,249.24,300.6,180.38,117.47,2178.72
PRECTOTCORR_SUM,2007,6.5,100.0,106.61,20.47,117.49,192.76,138.59,220.33,260.1,223.29,260.74,334.32,211.0,162.35,2248.05
PRECTOTCORR_SUM,2007,6.5,100.625,142.52,17.49,103.18,161.62,138.07,164.68,221.16,160.04,208.39,330.53,205.64,205.3,2058.62
PRECTOTCORR_SUM,2007,6.5,101.25,140.72,11.15,93.14,144.07,130.97,129.49,176.85,146.32,202.32,287.85,152.28,178.21,1793.37
PRECTOTCORR_SUM,2007,6.5,101.875,152.72,15.56,98.87,132.04,128.99,109.57,178.5,150.66,198.93,312.73,179.59,212.51,1870.67
PRECTOTCORR_SUM,2007,6.5,102.5,164.37,11.85,89.6,136.53,152.43,142.05,187.22,191.78,228.87,326.84,160.17,273.45,2065.16
PRECTOTCORR_SUM,2007,6.5,103.125,162.61,11.15,79.8,108.28,154.71,148.59,198.46,223.79,238.21,365.24,173.5,329.01,2193.35
PRECTOTCORR_SUM,2007,6.5,103.75,144.26,8.74,76.36,96.22,140.9,146.79,196.25,227.21,239.21,357.44,168.28,299.07,2100.73
PRECTOTCORR_SUM,2007,6.5,104.375,136.05,7.09,76.5,88.77,124.69,147.36,196.47,242.74,244.48,357.83,152.3,250.72,2025.0
PRECTOTCORR_SUM,2007,6.5,105.0,112.8,8.57,67.42,75.63,118.07,180.26,233.11,219.25,227.63,312.97,128.8,173.7,1858.21
PRECTOTCORR_SUM,2007,6.5,105.625,101.9,11.1,58.7,68.2,120.54,205.79,266.55,193.01,213.65,265.02,116.17,134.73,1755.36
PRECTOTCORR_SUM,2007,6.5,106.25,115.14,12.65,60.15,67.77,120.47,204.02,265.84,196.47,219.93,264.32,112.87,141.05,1780.68
PRECTOTCORR_SUM,2007,6.5,106.875,142.13,16.74,62.85,68.62,123.6,208.85,272.28,193.21,236.31,254.34,111.22,167.12,1857.27
PRECTOTCORR_SUM,2007,6.5,99.375,82.88,17.02,132.4,213.39,156.84,236.98,244.85,241.34,272.29,304.93,172.48,102.77,2178.17
PRECTOTCORR_SUM,2007,7.0,100.0,123.82,12.32,104.98,160.26,152.04,227.79,244.09,212.97,240.7,347.99,219.06,161.82,2207.84
PRECTOTCORR_SUM,2007,7.0,100.625,148.72,8.42,92.11,138.25,140.06,171.12,195.46,139.1,195.07,324.46,189.06,175.11,1916.94
PRECTOTCORR_SUM,2007,7.0,101.25,124.26,6.25,98.0,163.69,147.48,154.9,186.45,184.98,235.15,332.11,165.68,174.52,1973.47
PRECTOTCORR_SUM,2007,7.0,101.875,120.25,5.48,91.21,143.71,135.6,139.33,171.22,162.33,222.48,308.06,144.99,153.66,1798.32
PRECTOTCORR_SUM,2007,7.0,102.5,129.07,6.94,87.02,147.87,155.34,159.45,192.81,217.4,244.06,360.51,177.44,237.92,2115.83
PRECTOTCORR_SUM,2007,7.0,103.125,121.01,7.12,70.31,102.14,145.94,154.08,196.93,237.46,238.89,378.77,169.78,253.13,2075.56
PRECTOTCORR_SUM,2007,7.0,103.75,109.28,6.16,67.87,91.47,138.78,153.73,198.4,241.95,239.25,374.83,162.48,224.69,2008.89
PRECTOTCORR_SUM,2007,7.0,104.375,107.41,5.78,70.4,86.05,131.34,156.87,203.1,257.94,247.54,384.3,147.42,188.94,1987.09
